1	2
1	8
2	3
2	5
3	4
4	22
5	6
5	11
6	12
7	8
7	13
8	9
10	11
11	12
13	14
13	23
15	16
16	17
16	53
17	54
18	19
20	21
21	22
21	27
23	24
24	39
25	26
26	27
26	29
28	29
29	31
30	31
31	33
32	33
33	37
34	35
34	40
35	41
36	37
37	43
38	39
38	44
40	41
42	43
42	46
44	45
45	48
46	55
46	56
47	48
47	51
49	50
49	52
50	61
51	52
53	54
56	60
57	58
57	62
58	59
59	60
61	62
